tem_04272_00969199719	ఈ నెల గణాంకాలు వచ్చాయి చూడండి
tem_09222_01307918251	ఈ కొండపై నుండి దాదాపు విజయవాడ మొత్తం కనిపిస్తుంది\n
tem_00974_02135484915	శ్రీ షిర్డీ సాయిబాబా ఆలయం
tem_04771_00255604544	నావిగేషన్ పునఃప్రారంభింపబడినది
tem_06917_00181923777	ఆ సందర్భంలో ఈ సామెతను వాడుతారు
tem_06917_00188524359	టెస్ట్ క్రికెట్‌లో అత్యధిక వ్యక్తిగత స్కోరు సాధించిన భారతీయుడు
tem_05425_01042839840	కృష్ణా జిల్లా ఘంటసాల మండలంలో ఉన్నది
tem_03338_00324596882	అయినప్పటికీ ఈ సందేహానికి ఆధారం లేదు
tem_05425_01268421400	ఇంతకు ముందు అది ఖాళీగా ఉన్న పేజీ గనుక తొలగించి ఉండొచ్చు
tem_08680_00706618391	ఆ సమయాన వసుధ సకల సస్యాలతోనూ రాణించింది\n
tem_05479_00102712144	ఒక బ్యాంకు ఒక ప్రాధమిక పాఠశాల ఉన్నాయి\n
tem_08680_00860045015	ఇక్కడి ప్రజల జీవనాధారం వ్యవసాయం\n
tem_04771_01853220937	అర మైలులో
tem_08680_01467476337	ఇది పూర్తి వినోదభరితం\n
tem_00974_01878244783	ఆపాదించబడిన హోదా అన్ని సమాజాల్లో ఉన్నాయి
tem_06359_00505682571	ఆమెను మానసిక చికిత్సాలయంలో చేర్పించారు
tem_02769_00318232318	సరళరేఖాకార చారలు ఏర్పడతాయి
tem_03338_01465050895	అని వాళ్ళకు సేవలు చేస్తూ చస్తాడు
tem_03338_01769710984	విశ్వమును సృష్టించిన వాడు
tem_04272_01896603642	కానీ ఈ ప్రాంతాలలో ఇస్లామీయ సంగీత ప్రభావం చాలా తక్కువ
tem_02812_02063703025	ఇంకా యూరోప్ యాత్ర చేపడతానని చెప్పింది
tem_05425_00115036768	సంక్రాంతి మూడు రోజులు ఇక్కడ విశేషం
tem_09525_01810450980	మూడు నెలల తర్వాత అక్కను ఓడించాడు
tem_09015_02147090230	అది సాధారణ పనితీరు సూచించింది
tem_09584_01629319103	జనసంచారం ఉన్న ప్రాంతాలలో వ్యభిచారం నేరం
tem_00682_01220644837	కపిల గోవు దానం చేయాలి
tem_05425_01540996463	ఇది ప్రపంచంలో రెండవ అతిపెద్ద పక్షి
tem_09015_00799895751	చిత్తూరుకడప రహదారిపై ఈ గ్రామమున్నది
tem_05479_01081277092	అమెరికాలో ఇలాంటి నీటిని అందించే ఐదు నగరాలలో న్యూయార్క్ నగరం ఒకటి\n
tem_08680_01852324751	ఇక్కడ సుబ్రహ్మణ్య స్వామి వారి ఆలయము కలదు\n
tem_08680_00597609973	మీరు లాగిన్ అయి మార్పులు చేస్తే బాగుంటుంది\n
tem_04771_01752671246	వలయాకార కూడలిలో, అయిదవ నిష్క్రమణ నుండి వెళ్ళండి
tem_02812_01638760018	ఇవి ప్రమాదాన్ని సూచించటానికి వాడబడతాయి
tem_04272_01608537295	ఆయన చేసిన అనువాద రచనలలో కొన్ని
tem_03338_00831848564	అలాగే ఉద్యోగం అందు ఆసక్తి ఉంటుంది
tem_09015_01491048066	జీవితం నిస్సారంగా మారిపొతుంది
tem_00682_00946085014	ఇది ఒక ఉదాహరణ జవాబు మాత్రమే
tem_06359_01241155944	మూలం ఆంధ్రజోతి దినపత్రికది
tem_00682_00823514937	వ్యాసంలో రాసింది పుస్తకం కాదు పుస్తకం గురించి మాత్రమే
tem_04272_01704657102	కీసర ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము
tem_05479_00984546127	గ్రామం సమీపంలో మిరపకుంట చెరువు ఉంది\n
tem_09015_00996094863	ప్రారంభ రోమన్ సైన్యం
tem_06917_01272610221	కడప జిల్లాలో వల్లూరు పైన వల్లూరు అయోమయ నివృత్తి పేజీకి లింకు ఉంటుంది
tem_03338_01443627950	ప్రస్థుతం ఈ కోట జీర్ణావస్థలో ఉంది
tem_06359_00239368566	ఈమె చలసాని వీర రాఘవయ్య కుమార్తె
tem_08680_01533752549	ఆ కాండం విరిగడంతో వారు గట్టిగా అరిచారు\n
tem_08680_01936928120	దీనికి కారణం వీటి సాగు ఎక్కడా లేకపోవడమే\n
tem_03338_01602987683	ఐఎమ్డిబిలో తాహసిల్దార్ పేజీ
tem_08680_01506668263	అమె కంఠం అత్యంత మధురం\n
tem_02812_00740067057	వికీపీడియా కాపీహక్కుల నియమాలను ఖచ్చితంగా అమలు చేస్తుంది
tem_02769_00664694543	మాములుగా మన తాలింపు పెడతాం కదా అంతే
tem_02812_02128598993	చంద్రహాస్ చరిత్ర పుస్తకం ఆర్కీవుఆర్గ్ లో
tem_03338_02098638275	అధికారిగా పలుచోట్ల పనిచేశాడు
